text,label,token_count,text_length
"['feel', 'amped', 'and', 'im', 'inspired']",joy,6,28
"['im', 'feeling', 'thankful', 'for', 'books', 'york', 'peppermint', 'patties', 'finding', 'roommate', 'this', 'year', 'who', 'has', 'become', 'very', 'dear', 'friend', 'of', 'mine', 'blake']",joy,23,130
"['wasnt', 'going', 'to', 'make', 'this', 'about', 'what', 'cant', 'eat', 'and', 'feel', 'like', 'was', 'suffering', 'or', 'giving', 'anything', 'up', 'was', 'going', 'to', 'make', 'this', 'about', 'what', 'was', 'going', 'to', 'gain', 'and', 'what', 'could', 'eat']",sadness,39,177
"['am', 'so', 'tired', 'of', 'feeling', 'sorry', 'for', 'myself']",sadness,9,41
"['was', 'going', 'through', 'painful', 'breakup', 'and', 'went', 'looking', 'for', 'anything', 'that', 'would', 'make', 'me', 'feel', 'less', 'anguished']",sadness,19,106
"['feel', 'slightly', 'snobbish']",anger,4,24
"['was', 'aware', 'of', 'feeling', 'so', 'surprised', 'so', 'disappointed', 'don', 'think', 'ever', 'really', 'thought', 'have', 'to', 'have', 'section']",surprise,25,116
"['liked', 'boys', 'and', 'didnt', 'feel', 'inhibited', 'by', 'them']",sadness,9,45
"['like', 'to', 'think', 'can', 'handle', 'lot', 'but', 'when', 'feel', 'like', 'my', 'cup', 'runneth', 'over', 'get', 'irritable']",anger,21,91
"['feel', 'more', 'relaxed', 'improvising', 'in', 'front', 'of', 'group', 'of', 'other', 'dancers', 'as', 'opposed', 'to', 'myself']",joy,17,89
"['love', 'how', 'comforted', 'feel', 'when', 'im', 'around', 'hunters', 'sweet', 'family']",love,12,63
"['im', 'feeling', 'this', 'longing', 'for', 'this', 'endless', 'love', 'that', 'maybe', 'we', 'could', 'have', 'if', 'we', 'let', 'ourselves']",love,17,90
"['told', 'omangy', 'that', 'was', 'feeling', 'violent', 'and', 'wasnt', 'in', 'good', 'mood']",anger,15,67
"['wasnt', 'feeling', 'all', 'that', 'hot', 'and', 'was', 'moving', 'well']",love,11,50
"['cant', 'help', 'feeling', 'agitated', 'about']",fear,6,34
"['find', 'myself', 'to', 'pick', 'draw', 'somehow', 'have', 'the', 'feeling', 'that', 'heung', 'min', 'son', 'has', 'something', 'special', 'in', 'store', 'for', 'us']",joy,23,112
"['ive', 'had', 'few', 'moments', 'the', 'past', 'couple', 'of', 'days', 'were', 'feel', 'so', 'restless', 'like', 'need', 'to', 'be', 'moving', 'around', 'constantly']",fear,23,112
"['didn', 'want', 'to', 'feel', 'the', 'disappointment', 'that', 'was', 'sure', 'to', 'come', 'by', 'getting', 'no', 'more', 'traffic', 'and', 'recognition', 'than', 'before']",joy,23,119
"['am', 'close', 'to', 'her', 'get', 'this', 'complete', 'fuzzy', 'loved', 'feeling', 'grew', 'so', 'fond', 'of']",love,16,73
"['am', 'not', 'good', 'cook', 'mind', 'feel', 'contented', 'everytime', 'got', 'to', 'prepare', 'simple', 'and', 'humble', 'dishes', 'that', 'can', 'be', 'eaten', 'by', 'all']",joy,26,121
"['truly', 'feel', 'terrific']",joy,4,21
"['ive', 'known', 'that', 'this', 'person', 'has', 'been', 'miserable', 'for', 'years', 'im', 'still', 'feeling', 'pretty', 'shaken']",fear,15,86
"['feel', 'we', 're', 'seeing', 'now', 'is', 'clash', 'between', 'those', 'who', 'are', 'very', 'alarmed', 'at', 'the', 'changes', 'in', 'our', 'planet', 'and', 'those', 'who', 'are', 'rather', 'laconic', 'about', 'the', 'whole', 'thing']",fear,31,153
"['know', 'dont', 'live', 'in', 'new', 'york', 'anymore', 'but', 'feel', 'so', 'outraged', 'that', 'this', 'could', 'happen', 'in', 'my', 'city']",anger,21,95
"['feel', 'like', 'until', 'my', 'brother', 'is', 'completely', 'fine', 'wont', 'be', 'able', 'to', 'move', 'on', 'with', 'job', 'or', 'anything']",joy,21,96
"['feel', 'cranky', 'already']",anger,4,21
"['can', 'help', 'but', 'feel', 'petrified', 'of', 'the', 'future', 'is', 'she', 'ever', 'going', 'to', 'get', 'better']",fear,17,77
"['ive', 'used', 'before', 'and', 'it', 'smells', 'bit', 'floral', 'which', 'isnt', 'my', 'cup', 'of', 'tea', 'however', 'it', 'feels', 'lovely', 'on', 'and', 'makes', 'my', 'face', 'feel', 'soft', 'and', 'smooth', 'like', 'its', 'been', 'polished']",love,32,156
"['think', 'maybe', 'the', 'person', 'gives', 'fake', 'hope', 'just', 'because', 'he', 'doesnt', 'want', 'to', 'show', 'his', 'feeling', 'just', 'because', 'he', 'is', 'to', 'afraid', 'about', 'the', 'girl', 'reactions']",fear,28,144
"['im', 'already', 'feeling', 'stressed', 'without', 'trying', 'to', 'sort', 'that', 'lot', 'out']",sadness,11,63
"['feel', 'really', 'greedy', 'but', 'like', 'hogging', 'him']",anger,9,43
"['hate', 'to', 'interrupt', 'you', 'but', 'the', 'truth', 'is', 'feeling', 'uncomfortable']",fear,13,66
"['had', 'to', 'cut', 'the', 'lines', 'to', 'make', 'it', 'fit', 'making', 'it', 'sound', 'bit', 'rushed', 'lets', 'all', 'make', 'believe', 'that', 'that', 'rushed', 'feeling', 'is', 'actually', 'frantic', 'feeling', 'that', 'was', 'entirely', 'deliberate', 'shall', 'we']",fear,35,181
"['feel', 'that', 'truly', 'valuable', 'lifestyle', 'is', 'available', 'to', 'anyone', 'here', 'who', 'chooses', 'it']",joy,15,81
"['try', 'to', 'explain', 'how', 'emotionally', 'empty', 'he', 'can', 'make', 'me', 'feel', 'he', 'seems', 'amused', 'and', 'impatient', 'like', 'this', 'is', 'all', 'im', 'ever', 'going', 'to', 'get']",joy,26,126
"['feel', 'bit', 'foolish', 'now']",sadness,6,24
"['im', 'not', 'trying', 'to', 'sound', 'so', 'depressed', 'or', 'sad', 'or', 'heartbroken', 'but', 'feeling', 'all', 'shitty', 'once', 'in', 'while', 'is', 'just', 'human']",sadness,22,110
"['feel', 'and', 'the', 'longing', 'feel', 'for', 'is', 'the', 'connections', 'already', 'have', 'but', 'have', 'not', 'been', 'brave', 'enough', 'to', 'complete', 'my', 'friendships']",love,24,125
"['did', 'something', 'to', 'my', 'back', 'after', 'moving', 'my', 'piano', 'this', 'week', 'im', 'not', 'hercules', 'just', 'terribly', 'stupid', 'so', 'was', 'feeling', 'bit', 'miserable', 'for', 'myself', 'this', 'morning', 'and', 'then', 'this', 'turned', 'up', 'in', 'the', 'post']",sadness,37,188
"['feel', 'really', 'dumb', 'but', 'also', 'have', 'way', 'more', 'sympathy', 'for', 'people', 'with', 'real', 'and', 'life', 'long', 'allergies']",sadness,18,95
"['still', 'feel', 'energetic', 'right', 'now']",joy,6,32
"['feel', 'stupid', 'img', 'width', 'height', 'src', 'http', 'voicesfromkrypton']",sadness,9,57
"['do', 'feel', 'that', 'you', 'are', 'little', 'needy', 'because', 'of', 'the', 'tone', 'in', 'your', 'note', 'to', 'me']",sadness,18,76
"['feel', 'in', 'the', 'long', 'run', 'this', 'hurts', 'paulie', 'as', 'you', 'could', 'visibly', 'see', 'how', 'distraught', 'he', 'was', 'with', 'the', 'result', 'and', 'the', 'perception', 'of', 'his', 'performance']",fear,27,141
"['was', 'feeling', 'so', 'stressed', 'up', 'whenever', 'he', 'doesnt', 'sleeps', 'because', 'am', 'out', 'with', 'my', 'friends']",sadness,17,87
"['feel', 'slightly', 'charmed', 'and', 'wishful']",joy,6,35
"['remember', 'two', 'specific', 'things', 'from', 'that', 'class', 'feeling', 'terrified', 'of', 'my', 'teacher', 'who', 'would', 'repeat', 'the', 'same', 'question', 'in', 'spanish', 'with', 'increasing', 'volume', 'until', 'his', 'victim', 'either', 'managed', 'to', 'answer', 'correctly', 'or', 'ran', 'away', 'screaming', 'and', 'feeling', 'distracted', 'by', 'the', 'cute', 'boy', 'who', 'helped', 'me', 'study', 'for', 'tests']",fear,49,290
"['feel', 'all', 'mellow', 'right', 'now', 'but', 'dont', 'think', 'have', 'anything', 'on', 'my', 'mind', 'worth', 'writing', 'about']",joy,19,91
"['find', 'impressive', 'is', 'that', 'bezos', 'has', 'gone', 'through', 'this', 'routine', 'and', 'presumably', 'the', 'same', 'presentation', 'multiple', 'times', 'already', 'and', 'will', 'run', 'through', 'it', 'multiple', 'times', 'after', 'weve', 'left', 'with', 'another', 'set', 'of', 'reporters', 'who', 'will', 'feel', 'privileged', 'to', 'have', 'gotten', 'an', 'audience', 'with', 'him']",joy,45,267
"['feel', 'very', 'regretful', 'for', 'what', 'might', 'done', 'dont', 'think', 'remember', 'it']",sadness,15,70
"['feel', 'lethargic', 'and', 'unmotivated', 'in', 'the', 'mornings', 'to', 'wake', 'up', 'and', 'blog', 'or', 'catch', 'up', 'on', 'other', 'things', 'that', 'could', 'do', 'in', 'the', 'mornings', 'so', 'can', 'have', 'my', 'evenings', 'free']",sadness,33,159
"['really', 'could', 'not', 'feel', 'thing', 'and', 'felt', 'slightly', 'annoyed', 'at', 'the', 'nurse', 'who', 'every', 'time', 'pushed', 'kept', 'saying', 'things', 'like', 'you', 'are', 'an', 'incredibly', 'strong', 'woman', 'be', 'strong', 'be', 'strong']",anger,34,175
"['feel', 'shy', 'when', 'people', 'reading', 'these', 'but', 'am', 'writing', 'it', 'here', 'so', 'brothers', 'and', 'sisters', 'would', 'see', 'how', 'real', 'life', 'works']",fear,23,115
"['am', 'tired', 'of', 'feeling', 'sorry', 'for', 'myself', 'so', 'decided', 'to', 'just', 'be', 'thankful', 'and', 'praise', 'the', 'lord', 'as', 'we', 'rode']",sadness,22,102
"['feel', 'surprised', 'by', 'my', 'reaction', 'because', 'as', 'younger', 'woman', 'always', 'thought', 'would', 'be', 'darling', 'older', 'woman']",surprise,21,108
"['was', 'supposed', 'to', 'be', 'working', 'on', 'grant', 'application', 'but', 'feeling', 'overwhelmed', 'decided', 'to', 'curl', 'up', 'with', 'my', 'computer', 'and', 'netflix']",surprise,23,125
"['feel', 'bit', 'stunned', 'actually']",surprise,6,29
"['began', 'to', 'feel', 'unimportant', 'useless', 'insecure', 'and', 'was', 'disconnected', 'from', 'everything', 'that', 'used', 'to', 'know']",sadness,18,103
"['im', 'feeling', 'all', 'puppy', 'dogs', 'and', 'rainbows', 'when', 'im', 'exhausted', 'yes', 'believe', 'it', 'or', 'not', 'my', 'hour', 'work', 'week', 'can', 'be', 'exhausting', 'too', 'have', 'work', 'piling', 'up', 'and', 'havent', 'been', 'able', 'to', 'do', 'laundry', 'or', 'grocery', 'shop', 'in', 'week', 'cause', 'have', 'other', 'things', 'to', 'do']",sadness,47,231
"['feel', 'that', 'the', 'pace', 'was', 'slowing', 'and', 'for', 'book', 'that', 'is', 'rich', 'in', 'world', 'building', 'and', 'setting', 'up', 'future', 'plots', 'this', 'is', 'an', 'added', 'bonus']",joy,27,129
"['my', 'grandfather', 'died', 'he', 'lived', 'almost', 'as', 'recluse', 'not', 'caring', 'for', 'himself', 'as', 'well', 'as', 'he', 'should', 'dad', 'and', 'we', 'all', 'helped', 'as', 'much', 'as', 'we', 'could']",sadness,28,134
"['feel', 'like', 'just', 'cant', 'be', 'bothered']",anger,8,35
"['feel', 'so', 'low', 'from', 'living', 'high', 'chorus', 'post', 'chorus', 'outro', 'need', 'you', 'more', 'need', 'you', 'more', 'need', 'you', 'more', 'than', 'dope']",sadness,24,111
"['make', 'this', 'blog', 'post', 'am', 'feeling', 'the', 'melancholy', 'running', 'through', 'my', 'veins']",sadness,14,74
"['feel', 'it', 'is', 'vital', 'for', 'google', 'to', 'become', 'player', 'altogether', 'of', 'web', 'technology', 'aforementioned', 'schmidt']",joy,17,100
"['went', 'to', 'an', 'lds', 'step', 'meeting', 'and', 'was', 'so', 'overwhelmed', 'by', 'evil', 'feelings', 'and', 'just', 'broke', 'down', 'and', 'said', 'so', 'at', 'the', 'meeting', 'and', 'expressed', 'how', 'low', 'felt', 'and', 'how', 'ready', 'was', 'for', 'these', 'feelings', 'to', 'leave', 'my', 'body']",sadness,42,201
"['might', 'not', 'feel', 'so', 'cool']",joy,6,24
"['feel', 'awkward', 'and', 'so', 'start', 'acting', 'awkward', 'lol']",sadness,10,48
"['go', 'back', 'to', 'my', 'village', 'feel', 'am', 'really', 'lonely']",sadness,12,49
"['can', 'think', 'about', 'is', 'how', 'lonely', 'feel', 'im', 'all', 'grouchy', 'and', 'agitated', 'and', 'esily', 'airritated']",anger,17,87
"['feel', 'like', 'hes', 'so', 'smart', 'so', 'can', 'converse', 'many', 'things', 'with', 'him', 'share', 'everything', 'that', 'wanna', 'share', 'and', 'ask', 'his', 'opinion', 'about', 'whatever']",joy,26,134
"['get', 'on', 'new', 'years', 'eve', 'but', 'it', 'makes', 'me', 'feel', 'rebellious', 'being', 'underage', 'and', 'all']",anger,16,77
"['feel', 'it', 'was', 'very', 'valuable', 'lesson']",joy,8,36
"['feel', 'very', 'shocked', 'by', 'how', 'many', 'people', 'talk', 'to', 'who', 'havent', 'seen', 'this', 'movie']",surprise,16,75
"['feel', 'angry', 'disgusted']",anger,4,22
"['am', 'afraid', 'that', 'will', 'feel', 'very', 'regretful', 'at', 'that', 'time']",sadness,12,56
"['feel', 'like', 'im', 'craving', 'it', 'and', 'then', 'no', 'matter', 'what', 'order', 'just', 'really', 'am', 'not', 'that', 'impressed']",surprise,20,93
"['woke', 'up', 'feeling', 'distressed', 'instead', 'of', 'rested', 'and', 'it', 'can', 'be', 'hard', 'to', 'change', 'gears', 'after', 'that', 'just', 'ask', 'mike', 'two', 'nights', 'ago', 'dreamed', 'that', 'we', 'were', 'at', 'my', 'master', 'graduation', 'which', 'was', 'in', 'my', 'dream', 'held', 'at', 'water', 'park']",fear,44,213
"['feel', 'greedy', 'about', 'my', 'work', 'img', 'height', 'src', 'http', 'forums']",anger,11,54
"['dnt', 'want', 'yu', 'guys', 'feel', 'shamed', 'fr', 'knwing', 'nthing', 'instead', 'pretending', 'having', 'plastikan', 'with', 'me']",sadness,19,97
"['don', 'feel', 'cute', 'like', 'at', 'all']",joy,8,29
"['must', 'say', 'that', 'this', 'makeover', 'has', 'been', 'all', 'consuming', 'coupled', 'with', 'some', 'major', 'changes', 'at', 'work', 'coworkers', 'having', 'babies', 'and', 'feel', 'like', 'have', 'been', 'neglectful', 'lady']",sadness,30,162
"['am', 'starting', 'to', 'feel', 'compassionate', 'towards', 'roslin', 'again']",love,9,56
"['feel', 'beyond', 'ecstatic', 'acause', 'can']",joy,7,35
"['concentrate', 'on', 'anything', 'else', 'when', 'he', 'feels', 'so', 'miserable']",sadness,10,57
"['truly', 'feel', 'sorry', 'for', 'them']",sadness,6,27
"['can', 'take', 'away', 'from', 'this', 'experience', 'is', 'that', 'slowing', 'down', 'is', 'not', 'bad', 'thing', 'feeling', 'like', 'cant', 'do', 'things', 'sucks', 'but', 'choosing', 'to', 'not', 'do', 'them', 'is', 'just', 'fine', 'by', 'me']",joy,34,159
"['im', 'feeling', 'like', 'want', 'to', 'take', 'one', 'of', 'the', 'superior', 'caps', 'just', 'because', 'theyre', 'supposed', 'to', 'be', 'stronger', 'and', 'curiosity', 'is', 'killing', 'me', 'think', 'will']",joy,28,142
"['have', 'only', 'taken', 'three', 'rolls', 'shots', 'so', 'far', 'and', 'really', 'have', 'been', 'feeling', 'my', 'way', 'with', 'very', 'strange', 'camera', 'lightmeter', 'and', 'the', 'long', 'forgotten', 'thought', 'processes', 'of', 'slow', 'photography']",surprise,33,181
"['had', 'really', 'good', 'first', 'impression', 'of', 'them', 'but', 'feel', 'one', 'of', 'them', 'dont', 'really', 'like', 'us', 'because', 'she', 'wasnt', 'as', 'friendly', 'as', 'when', 'we', 'first', 'moved', 'in']",joy,30,143
"['im', 'feeling', 'artistic', 'google', 'art', 'project']",joy,6,38
"['have', 'feeling', 'innocent', 'world', 'and', 'are', 'going', 'to', 'become', 'great', 'friends']",joy,14,71
"['feel', 'as', 'though', 'ive', 'been', 'robbed', 'because', 'much', 'of', 'my', 'summer', 'was', 'not', 'so', 'pleasant', 'and', 'although', 'started', 'with', 'grand', 'ideas', 'about', 'projects', 'that', 'would', 'be', 'done', 'and', 'structure', 'that', 'would', 'be', 'kept', 'and', 'clever', 'new', 'places', 'that', 'we', 'would', 'go']",joy,43,224
"['feel', 'the', 'need', 'to', 'be', 'out', 'of', 'the', 'house', 'and', 'doing', 'something', 'worthwhile', 'and', 'productive', 'but', 'also', 'have', 'huge', 'desire', 'to', 'curl', 'up', 'in', 'my', 'room', 'and', 'hide', 'my', 'existence', 'from', 'the', 'world']",joy,36,173
"['merely', 'say', 'do', 'not', 'feel', 'those', 'activities', 'to', 'be', 'acceptable', 'for', 'godly', 'men', 'for', 'examples', 'to', 'others']",joy,19,97
"['was', 'feeling', 'stressed', 'or', 'run', 'down', 'to', 'support', 'the', 'immune', 'system']",anger,12,63
"['am', 'feeling', 'generally', 'morose', 'and', 'didnt', 'stop', 'for', 'my', 'jamba', 'juice', 'today', 'so', 'am', 'going', 'for', 'frappucino', 'later']",sadness,21,106
"['went', 'to', 'the', 'doctor', 'few', 'days', 'into', 'feeling', 'weird']",fear,11,50
"['feel', 'insulted', 'but', 'go', 'out', 'with', 'him', 'anyway']",anger,10,44
"['am', 'feeling', 'very', 'anxious', 'and', 'frustrated', 'right', 'now']",fear,9,50
"['have', 'feeling', 'it', 'is', 'soon', 'going', 'to', 'become', 'rather', 'messy', 'heavy', 'book', 'which', 'no', 'one', 'will', 'want', 'to', 'look', 'at', 'but', 'reckon', 'it', 'will', 'mean', 'the', 'world', 'to', 'me']",sadness,33,145
"['spend', 'countless', 'hours', 'on', 'the', 'computer', 'and', 'feel', 'that', 'processing', 'the', 'image', 'is', 'as', 'important', 'as', 'the', 'initial', 'taking', 'of', 'the', 'photograph']",joy,23,130
"['declined', 'this', 'invitation', 'but', 'secretly', 'could', 'not', 'help', 'but', 'feel', 'curious']",surprise,13,73
"['am', 'feeling', 'clever', 'see', 'something', 'like', 'this', 'and', 'realize']",joy,11,57
"['call', 'someone', 'feel', 'like', 'need', 'to', 'at', 'least', 'talk', 'few', 'minutes', 'to', 'not', 'be', 'rude']",anger,19,79
"['am', 'fascinated', 'with', 'the', 'structure', 'and', 'function', 'of', 'the', 'brain', 'its', 'so', 'incredible', 'that', 'everything', 'we', 'think', 'and', 'feel', 'all', 'our', 'memories', 'and', 'emotions', 'are', 'created', 'and', 'stored', 'in', 'this', 'strange', 'convoluted', 'structure']",fear,34,202
"['marvel', 'at', 'the', 'wonders', 'of', 'life', 'this', 'happened', 'while', 'ago', 'but', 'am', 'feeling', 'sentimental', 'this', 'week']",sadness,19,96
"['always', 'feel', 'as', 'though', 'it', 'is', 'my', 'role', 'in', 'life', 'to', 'be', 'supportive', 'to', 'my', 'friends', 'as', 'an', 'example', 'of', 'joy', 'and', 'fun', 'to', 'remind', 'them', 'that', 'life', 'is', 'good', 'that', 'we', 'are', 'good', 'and', 'that', 'when', 'they', 'and', 'we', 'are', 'not', 'we', 'can', 'strive', 'for', 'them', 'to', 'be', 'so']",love,51,221
"['feel', 'the', 'pain', 'but', 'with', 'my', 'family', 'and', 'friends', 'support', 'make', 'it', 'sure', 'that', 'no', 'negative', 'thoughts', 'overtake', 'me']",joy,20,105
"['know', 'will', 'feel', 'quite', 'melancholy', 'this', 'weekend', 'as', 'its', 'our', 'very', 'last', 'bit', 'of', 'relaxation', 'downtime', 'within', 'those', 'four', 'walls', 'before', 'week', 'of', 'working', 'packing', 'and', 'then', 'eventually', 'moving']",sadness,32,180
"['feel', 'tranquil', 'now']",joy,4,19
"['left', 'feeling', 'triumphant', 'that', 'had', 'taken', 'the', 'challenge', 'on', 'and', 'saved', 'money']",joy,14,75
"['feel', 'sure', 'that', 'this', 'will', 'be', 'night', 'to', 'remember']",joy,11,49
"['was', 'out', 'until', 'at', 'social', 'gathering', 'so', 'feel', 'bit', 'groggy', 'today']",sadness,15,66
"['say', 'feeling', 'generous', 'so', 'have', 'three', 'winners', 'lisa', 'laurie', 'and', 'teresa']",joy,14,71
"['started', 'explaining', 'what', 'my', 'biggest', 'problems', 'were', 'bottling', 'up', 'my', 'feelings', 'and', 'then', 'dumping', 'all', 'those', 'problems', 'onto', 'one', 'person', 'and', 'my', 'selfish', 'search', 'for', 'happiness', 'when', 'had', 'felt', 'everyone', 'around', 'me', 'had', 'found', 'their', 'happiness']",anger,38,223
"['feel', 'so', 'cold', 'here']",anger,5,19
"['feel', 'super', 'lucky', 'to', 'have', 'been', 'able', 'to', 'visit', 'it', 'was', 'definitely', 'an', 'unforgettable', 'part', 'of', 'our', 'trip']",joy,19,97
"['had', 'an', 'epiphany', 'that', 'should', 'feel', 'proud', 'of', 'myself', 'img', 'src', 'http', 'expansiveperspective']",joy,15,86
"['was', 'pregnant', 'with', 'emily', 'and', 'therefore', 'always', 'feeling', 'exhausted', 'it', 'wasn', 'that', 'hard', 'to', 'sleep', 'when', 'walter', 'slept', 'if', 'needed', 'the', 'extra', 'rest']",sadness,26,138
"['have', 'headache', 'and', 'feel', 'weepy']",sadness,7,32
"['used', 'to', 'feel', 'sorry', 'for', 'some', 'people', 'who', 'felt', 'the', 'need', 'to', 'pretend']",sadness,14,65
"['can', 'say', 'that', 'it', 'is', 'happening', 'in', 'the', 'eastern', 'part', 'of', 'the', 'country', 'and', 'that', 'feel', 'quite', 'safe', 'here']",joy,21,97
"['cry', 'when', 'think', 'of', 'the', 'utter', 'devastation', 'my', 'mum', 'will', 'feel', 'to', 'lose', 'her', 'beloved', 'companion', 'of', 'years']",joy,20,99
"['had', 'to', 'have', 'something', 'to', 'give', 'the', 'katy', 'and', 'the', 'danny', 'and', 'of', 'course', 'they', 'stalk', 'my', 'blog', 'and', 'of', 'course', 'couldnt', 'leave', 'erica', 'feeling', 'unloved']",sadness,28,139
"['feel', 'bit', 'less', 'burdened', 'with', 'things', 'hanging', 'over', 'my', 'head']",sadness,12,59
"['ive', 'got', 'feeling', 'she', 'will', 'be', 'just', 'like', 'her', 'momma', 'stubborn', 'strong', 'willed', 'amp', 'full', 'of', 'tx', 'sassiness']",anger,19,97
"['just', 'have', 'weird', 'feeling', 'that', 'there', 'was', 'nothing', 'innocent', 'about', 'what', 'they', 'were', 'script', 'type', 'text', 'javascript', 'src', 'http', 'partner']",joy,22,125
"['wanted', 'to', 'be', 'here', 'and', 'it', 'seems', 'as', 'though', 'the', 'feeling', 'is', 'mutual', 'the', 'club', 'was', 'keen', 'to', 'keep', 'me']",joy,21,93
"['am', 'ruining', 'her', 'feeling', 'and', 'was', 'disturbed', 'href', 'http', 'membres']",sadness,12,62
"['just', 'feel', 'totally', 'devastated']",sadness,5,30
"['suggested', 'greys', 'and', 'blues', 'with', 'warm', 'tones', 'as', 'the', 'room', 'is', 'north', 'facing', 'and', 'could', 'feel', 'quite', 'cold', 'and', 'flat']",anger,21,106
"['want', 'to', 'be', 'recless', 'but', 'im', 'feeling', 'so', 'uptight', 'put', 'your', 'mamma', 'in', 'headlock', 'baby', 'and', 'do', 'it', 'right', 'whooooos', 'got', 'the', 'crack', 'whooooooooos', 'got', 'the', 'crack', 'whooooo', 'got', 'the', 'crack', 'whos', 'got', 'the', 'craaaaaaack']",fear,38,195
"['just', 'feel', 'this', 'strong', 'desire', 'to', 'know', 'more', 'about', 'my', 'name', 'sake', 'the', 'ensigns']",joy,15,74
"['feel', 'lame', 'saying', 'mommy', 'just', 'needs', 'to', 'pay', 'this', 'bill', 'call', 'guy', 'about', 'the', 'camper', 'and', 'paint', 'bedrooms', 'to', 'be', 'more', 'neutral']",sadness,24,118
"['feel', 'so', 'blessed', 'to', 'have', 'met', 'each', 'and', 'every', 'one', 'of', 'them']",love,13,56
"['sit', 'in', 'the', 'middle', 'of', 'the', 'most', 'stinking', 'the', 'most', 'crowded', 'the', 'noisiest', 'railway', 'platform', 'or', 'fish', 'market', 'and', 'start', 'reading', 'it', 'will', 'still', 'feel', 'as', 'if', 'im', 'in', 'the', 'most', 'pleasant', 'place', 'ever']",joy,36,182
"['feel', 'also', 'just', 'drained']",sadness,5,24
"['am', 'sorry', 'to', 'hear', 'that', 'the', 'assessment', 'procedure', 'conducted', 'by', 'atoshealthcare', 'left', 'you', 'feeling', 'humiliated', 'and', 'poorly', 'represented']",sadness,19,127
"['just', 'hate', 'the', 'feeling', 'of', 'being', 'unhappy']",sadness,8,40
"['ill', 'just', 'paraphrase', 'ranted', 'about', 'not', 'being', 'able', 'to', 'trust', 'anybody', 'and', 'being', 'hurt', 'feeling', 'rejected', 'etc']",sadness,18,102
"['know', 'we', 'create', 'our', 'own', 'destiny', 'but', 'do', 'you', 'ever', 'feel', 'resentful', 'for', 'the', 'way', 'your', 'life', 'turned', 'out']",anger,20,96
"['really', 'hope', 'so', 'feel', 'so', 'isolated', 'right', 'now', 'and', 'on', 'top', 'of', 'feeling', 'overwhelmed', 'confused', 'lonely', 'stressed', 'and', 'nervous', 'it', 'really', 'difficult', 'at', 'the', 'moment']",sadness,28,152
"['am', 'feeling', 'very', 'generous', 'today', 'and', 'normally', 'when', 'feel', 'that', 'way', 'ill', 'host', 'some', 'sort', 'of', 'giveaway', 'or', 'contest']",joy,21,108
"['can', 'feel', 'that', 'the', 'two', 'girls', 'are', 'shocked', 'with', 'what', 'saying']",surprise,14,62
"['enjoy', 'not', 'feeling', 'horny', 'not', 'craving', 'sex']",love,8,41
"['im', 'sorry', 'but', 'this', 'was', 'the', 'only', 'way', 'feel', 'these', 'problems', 'can', 'be', 'resolved']",joy,15,72
"['suspect', 'that', 'few', 'feel', 'revulsion', 'it', 'elicits', 'weird', 'uncomfortable', 'fascination']",surprise,13,80
"['feel', 'little', 'loyal', 'toward', 'her', 'because', 'her', 'father', 'used', 'to', 'work', 'with', 'mine', 'until', 'they', 'both', 'retired']",love,19,98
"['have', 'feeling', 'that', 'there', 'will', 'be', 'plenty', 'of', 'football', 'watching', 'and', 'that', 'we', 'will', 'be', 'indulging', 'in', 'many', 'delicious', 'eats', 'this', 'weekend']",joy,24,129
"['im', 'thinking', 'that', 'lot', 'of', 'the', 'technology', 'and', 'ideas', 'expressed', 'in', 'this', 'movie', 'will', 'seem', 'trite', 'or', 'old', 'fashioned', 'one', 'day', 'or', 'maybe', 'they', 'they', 'feel', 'that', 'way', 'now', 'but', 'the', 'care', 'and', 'artistic', 'flourishes', 'in', 'every', 'minute', 'of', 'this', 'film', 'will', 'never', 'go', 'out', 'of', 'style']",joy,48,245
"['told', 'him', 'it', 'was', 'good', 'drink', 'and', 'made', 'him', 'feel', 'talented', 'as', 'bartender']",joy,16,72
"['wanted', 'to', 'use', 'older', 'kx', 'forks', 'wheel', 'disc', 'brakes', 'but', 'am', 'was', 'not', 'feeling', 'adventurous', 'enough', 'to', 'try', 'to', 'figure', 'out', 'stem', 'and', 'lowering', 'the', 'off', 'road', 'height']",joy,31,153
"['feel', 'to', 'be', 'the', 'most', 'popular', 'right', 'now']",joy,9,39
"['want', 'to', 'do', 'all', 'but', 'cant', 'help', 'feeling', 'greedy']",anger,11,47
"['have', 'also', 'added', 'links', 'to', 'other', 'blogs', 'which', 'feel', 'are', 'really', 'wonderful']",joy,14,72
"['gave', 'them', 'little', 'something', 'out', 'of', 'my', 'paypal', 'stash', 'and', 'if', 'anyone', 'out', 'there', 'feels', 'as', 'strongly', 'about', 'supporting', 'linux', 'as', 'this', 'is', 'cheap', 'and', 'easy']",joy,30,148
"['feel', 'frustrated', 'and', 'can', 'see', 'way', 'to', 'save', 'it']",anger,12,48
"['feel', 'supportive', 'over', 'chinas', 'copyright', 'violations', 'if', 'only', 'for', 'machiavellian', 'reasons']",love,12,84
"['do', 'feel', 'tia', 'is', 'important', 'to', 'the', 'story']",joy,9,39
"['had', 'the', 'feeling', 'he', 'didnt', 'and', 'he', 'actually', 'seemed', 'impressed', 'with', 'me', 'or', 'should', 'say', 'my', 'work', 'and', 'my', 'range', 'of', 'skills']",surprise,24,114
